"year_b","id_i","weight_d","respondent_age_o","respondent_education_level_o","in_the_workforce_b","household_income_quintile_o","main_source_emergency_funds_c","has_account_b","has_financial_institution_account_b","has_mobile_money_account_b","made_or_received_digital_payment_b","received_government_pension_b","received_government_transfers_c","received_government_pension_payment_c","used_phone_for_finance_b","owns_mobile_phone_b","saved_in_past_year_b","any_deposit_into_account_b","any_withdrawal_from_account_b","reason_no_account_c","borrowed_in_the_past_year_c"
2021,582,0.696329429654212,33,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,NA,4
2021,583,1.27702969396366,32,2,1,1,3,1,1,0,1,0,0,0,1,1,1,1,1,NA,1
2021,584,1.66254921223782,30,2,1,0,4,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,585,0.949206994695014,36,2,1,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,586,1.17990308537045,30,0,1,1,NA,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2021,589,0.702538014365358,43,1,0,0,6,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,593,0.983261062497106,28,2,0,1,3,1,1,0,1,0,1,0,1,1,1,1,1,NA,2
2021,594,1.28825094042903,24,2,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,NA,1
2021,595,0.991275209489569,20,1,0,3,1,1,1,0,1,0,3,0,1,1,1,1,1,NA,1
2021,601,1.02220280786032,16,1,0,3,1,1,1,0,1,1,1,1,1,0,1,1,0,NA,0
2021,602,1.05657792666368,37,2,1,3,2,1,1,0,1,0,3,0,1,1,0,1,1,NA,2
2021,603,0.437871159861103,40,1,0,3,2,1,1,0,1,0,0,0,0,1,0,0,1,NA,1
2021,605,1.14500868598595,54,0,0,0,0,0,0,0,0,0,3,0,NA,0,1,NA,NA,NA,0
2021,606,0.571821845163763,50,2,0,3,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,608,0.395524205323878,42,1,0,2,2,1,1,0,1,0,0,0,0,1,1,1,1,NA,1
2021,610,0.415727338813571,43,1,1,2,4,1,1,1,1,1,1,1,1,1,0,0,1,NA,3
2021,613,1.05657792666368,30,2,0,4,1,1,1,0,1,0,1,0,0,1,1,1,1,NA,2
2021,618,0.761627846792223,70,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,NA,0
2021,619,0.856363464261416,34,2,0,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,4
2021,624,0.702538014365358,49,1,1,4,2,1,1,0,1,0,0,0,1,1,1,1,1,NA,1
2021,625,0.873054334766235,60,2,0,3,5,1,1,0,1,1,1,1,0,0,0,1,0,NA,3
2021,626,0.567922485289391,42,2,0,4,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,2
2021,627,0.993686492148502,30,1,0,4,2,1,1,0,1,0,3,0,0,1,0,1,1,NA,1
2021,630,0.939243739332564,39,2,1,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,631,0.571821845163763,61,2,1,4,3,1,1,0,1,1,0,1,1,1,1,1,1,NA,2
2021,632,0.335948224613698,42,1,1,4,2,1,1,1,1,0,1,0,1,1,0,1,1,NA,1
2021,633,0.567922485289391,42,2,0,4,2,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2021,637,2.41695876235467,60,0,0,1,0,0,0,0,0,0,0,0,NA,0,1,NA,NA,1,4
2021,640,0.395776839059189,58,2,1,4,3,1,1,0,1,0,0,0,1,1,1,1,1,NA,3
2021,642,0.586780520945595,43,1,0,1,2,1,1,0,1,0,0,0,0,1,0,0,1,NA,1
2021,644,1.24635665610365,45,1,1,2,2,1,1,0,1,1,1,1,0,1,1,1,1,NA,1
2021,650,1.3261900794262,32,2,1,1,2,1,1,0,1,0,1,0,1,1,0,1,1,NA,3
2021,651,0.970865399952414,56,0,0,2,6,1,1,0,1,0,1,0,NA,1,0,NA,NA,5,1
2021,653,0.957122054831643,42,0,0,1,2,1,1,0,1,0,1,0,1,1,0,1,1,NA,1
2021,655,0.717934255986341,64,1,0,3,2,1,1,0,1,1,0,1,0,1,0,1,1,NA,0
2021,657,0.983229032817765,27,2,0,4,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,4
2021,658,0.984307809744946,29,1,1,2,2,1,1,0,1,0,0,0,0,1,0,1,0,NA,3
2021,660,1.61054972653949,33,0,1,0,0,1,1,0,1,0,3,0,0,1,0,0,0,NA,3
2021,661,1.07132030036898,22,1,0,0,5,1,1,0,NA,0,0,0,0,1,0,0,0,NA,0
2021,663,0.364473992141128,40,2,1,2,2,1,1,0,1,0,0,0,0,1,0,1,0,NA,2
2021,667,1.11520676894962,37,1,0,1,2,1,1,0,1,0,3,0,0,1,0,1,1,NA,3
2021,668,0.502178939696495,40,2,1,4,3,1,1,0,1,0,1,0,0,1,1,1,1,NA,0
2021,669,0.864820644792756,30,2,1,4,2,1,1,0,1,0,3,0,0,1,0,1,1,NA,0
2021,670,0.74444780940579,54,2,1,4,3,1,1,0,1,0,1,0,1,1,0,1,1,NA,4
2021,671,0.931063222574752,31,2,0,0,2,1,1,0,NA,0,0,0,0,1,0,1,1,NA,0
2021,673,0.914821619806964,38,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,674,0.725090753701805,50,1,1,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2021,675,1.08501881834202,36,1,0,2,3,1,1,0,1,0,1,0,NA,1,0,NA,NA,1,0
2021,678,1.76648799059723,32,1,1,1,2,1,1,0,1,0,1,0,0,1,0,0,0,NA,1
2021,679,0.41893370182997,73,0,0,0,6,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,680,0.304363756797461,51,1,1,4,2,1,1,0,1,0,0,0,1,1,1,1,1,NA,1
2021,681,0.304363756797461,75,2,0,4,3,1,1,0,1,1,0,1,1,1,1,1,1,NA,2
2021,684,0.68476049448623,16,1,0,2,2,1,1,0,1,0,3,0,NA,1,1,NA,NA,0,0
2021,685,1.41514344273443,20,1,1,4,3,1,1,0,1,0,1,0,1,1,1,1,1,NA,1
2021,687,0.979847390903862,57,0,0,2,3,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,688,2.32532088464413,41,0,0,3,1,0,0,0,0,0,0,0,NA,0,1,NA,NA,1,0
2021,692,1.60333742224503,31,1,0,1,2,1,1,0,1,0,1,0,0,1,1,1,1,NA,3
2021,693,0.304363756797461,70,0,1,3,2,1,1,0,1,1,1,1,0,1,1,0,0,NA,0
2021,694,1.23646492642873,37,1,1,2,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2021,697,1.55021392309609,46,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,NA,1
2021,699,0.484190642191632,56,1,1,4,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,0,0
2021,700,1.64614019091396,32,2,1,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,4
2021,703,0.584320652211321,31,2,0,3,2,1,1,0,1,0,1,0,1,1,0,1,1,NA,2
2021,704,0.398788858073629,53,1,0,4,4,1,1,0,1,0,3,0,0,1,1,1,1,NA,0
2021,706,1.94367110703067,35,1,0,4,NA,0,0,0,0,0,0,0,NA,0,1,NA,NA,NA,0
2021,707,0.395524205323878,46,1,1,4,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,4
2021,709,1.13667985738439,59,0,0,3,2,1,1,1,1,0,1,0,0,1,1,1,0,NA,0
2021,710,0.384845580322621,45,2,1,3,3,1,1,0,1,0,3,0,1,1,0,1,1,NA,3
2021,711,0.919859473395895,41,0,0,1,2,1,1,0,1,0,0,0,0,1,0,0,1,NA,1
2021,712,0.364473992141128,40,2,1,4,3,1,1,0,1,0,0,0,1,1,0,1,1,NA,2
2021,713,1.21628530349557,15,1,0,3,1,1,1,0,NA,0,0,0,0,1,1,0,0,NA,0
2021,715,0.60152854424002,48,0,0,0,2,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,1
2021,716,1.38800782133153,25,2,1,1,2,1,1,0,1,0,3,0,1,1,1,0,1,NA,0
2021,721,0.412562722557848,71,0,0,4,NA,1,1,1,1,1,1,1,1,1,0,0,0,NA,0
2021,723,1.08501881834202,30,1,1,3,3,1,0,1,1,0,0,0,NA,1,0,NA,NA,1,0
2021,724,0.717934255986341,55,1,0,3,2,1,1,0,1,1,1,1,0,1,0,1,0,NA,0
2021,726,0.553080534404841,56,2,0,4,2,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,730,0.628159231322964,45,1,0,3,2,0,0,0,0,0,3,0,NA,1,0,NA,NA,5,0
2021,731,0.954212455881476,39,1,0,3,2,1,1,0,1,0,1,0,1,1,0,0,0,NA,1
2021,732,1.49297871855167,33,2,1,4,2,1,1,0,1,0,1,0,1,1,1,0,0,NA,0
2021,733,0.864537344009516,25,2,0,0,2,1,1,0,1,0,1,0,1,1,0,1,0,NA,0
2021,735,0.499361600888538,59,1,0,4,4,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,745,0.800410573455658,24,1,1,3,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,1
2021,746,1.41514344273443,21,1,1,1,1,0,0,0,0,0,0,0,NA,1,1,NA,NA,5,0
2021,747,0.822506784506494,17,1,0,3,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,748,1.76648799059723,33,1,0,4,3,1,1,0,1,0,3,0,1,1,1,1,1,NA,0
2021,750,1.07517716931314,50,0,1,2,5,1,1,0,1,0,1,0,1,1,0,0,1,NA,1
2021,751,0.596681334203371,32,2,1,4,1,1,1,0,1,0,1,0,0,1,1,1,1,NA,0
2021,752,0.436584219826647,40,2,1,3,4,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,753,2.35596987082569,61,0,0,2,5,1,1,0,NA,0,0,0,0,0,0,1,0,NA,0
2021,754,1.09175674715097,36,2,1,4,3,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,756,1.41514344273443,18,1,0,3,2,1,0,1,1,0,0,0,NA,1,1,NA,NA,0,1
2021,757,0.83409638916075,35,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2021,763,0.724757884561886,43,1,0,2,2,1,1,0,1,1,1,1,1,1,0,1,1,NA,3
2021,766,1.28664748782047,21,1,1,0,1,0,0,0,0,0,0,0,NA,0,0,NA,NA,5,0
2021,768,1.28138793382891,43,0,0,2,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,770,1.61011487096936,44,1,0,0,2,1,1,0,NA,0,3,0,0,0,0,1,0,NA,0
2021,772,1.12546105923939,53,0,0,2,3,0,0,0,0,0,3,0,NA,1,0,NA,NA,6,0
2021,773,0.364473992141128,40,2,1,4,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2021,775,0.731758943046188,38,1,1,1,2,1,1,0,1,0,3,0,1,1,0,0,1,NA,1
2021,777,0.778312241223572,29,2,0,3,2,0,0,0,0,0,0,0,NA,1,1,NA,NA,6,0
2021,778,1.41514344273443,16,1,1,4,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,3
2021,783,0.846802704495028,29,1,1,0,5,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2021,784,1.08505416392648,39,1,0,1,2,1,1,0,1,0,3,0,0,1,1,0,1,NA,1
2021,787,0.648969945320242,54,0,1,1,6,1,1,0,1,0,0,0,NA,1,0,NA,NA,0,1
2021,793,0.567922485289391,46,2,1,3,4,1,1,0,1,0,0,0,1,1,0,1,1,NA,2
2021,794,0.696329429654212,38,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,NA,0
2021,795,0.959415437598129,39,1,0,4,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,4
2021,798,0.83409638916075,39,1,0,0,2,1,1,0,1,0,0,0,0,1,0,0,0,NA,1
2021,799,0.917724114029424,40,0,0,0,2,1,1,0,1,0,0,0,1,1,0,1,0,NA,1
2021,800,0.94336158931076,21,1,0,4,1,1,1,0,1,0,1,0,0,1,1,0,1,NA,0
2021,801,1.24015830158813,25,2,0,4,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,802,0.714918671744704,39,2,1,4,1,1,1,1,1,0,0,0,1,1,1,1,1,NA,0
2021,804,2.1679474066655,17,1,0,0,2,1,1,0,1,0,0,0,0,1,1,1,1,NA,4
2021,805,0.354401647672988,79,0,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,NA,0
2021,806,0.354996976721927,41,1,0,3,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,807,1.10537383648952,47,0,0,0,2,1,1,0,NA,0,0,0,0,1,0,0,0,NA,0
2021,808,0.846802704495028,27,1,0,1,3,1,1,0,1,0,0,0,0,1,1,0,1,NA,0
2021,812,1.09782885295235,17,1,0,4,1,1,1,0,NA,0,3,0,0,1,1,0,0,NA,0
2021,813,0.581166487255374,34,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2021,814,0.567922485289391,44,2,0,3,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,817,1.20791183243033,16,1,0,0,3,0,0,0,0,0,0,0,NA,1,0,NA,NA,6,0
2021,818,2.16025849713773,38,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,NA,3
2021,819,1.25475397140108,18,1,0,4,4,1,1,0,1,0,0,0,1,1,1,1,0,NA,3
2021,820,0.914821619806964,35,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,823,1.92293861522234,35,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,NA,2
2021,825,2.78754887914328,23,1,0,1,2,0,0,0,0,0,0,0,NA,0,0,NA,NA,6,0
2021,828,0.97383628314662,35,2,1,4,3,0,0,0,0,0,0,0,NA,1,0,NA,NA,2,1
2021,831,0.42536156990966,62,1,1,3,5,1,1,0,1,0,0,0,1,1,1,1,1,NA,0
2021,835,0.498792894960841,44,1,0,3,2,1,1,0,1,0,1,0,0,1,0,1,1,NA,1
2021,839,0.672254760151616,45,1,1,1,5,1,1,0,NA,0,0,0,0,1,0,1,1,NA,1
2021,840,0.761627846792223,56,0,1,2,6,1,1,0,1,0,1,0,1,1,0,1,1,NA,0
2021,843,1.05385214332683,49,0,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0,NA,1
2021,844,1.03969902100585,51,0,0,2,NA,1,1,0,1,0,3,0,0,1,0,1,0,NA,0
2021,848,0.900089632648019,48,0,1,0,5,0,0,0,0,0,0,0,NA,1,0,NA,NA,NA,0
2021,849,0.893394191362251,52,0,0,3,0,0,0,0,0,0,0,0,NA,1,0,NA,NA,5,0
2021,850,0.498814312969021,73,2,0,4,1,1,1,0,1,1,0,1,1,1,1,1,1,NA,2
2021,851,0.897582573035342,48,0,0,3,2,1,1,0,1,0,0,0,0,1,0,0,1,NA,0
2021,852,1.24635665610365,43,1,0,3,2,1,1,0,1,0,3,0,0,1,0,1,0,NA,2
2021,854,3.29963626608845,15,1,0,1,2,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0
2021,856,0.540825522858564,28,2,1,3,2,1,1,0,1,1,1,1,0,1,0,1,1,NA,1
2021,859,1.09734842407798,31,2,1,3,3,1,1,1,1,0,0,0,1,1,0,1,1,NA,0
2021,861,0.957663212195337,24,1,0,4,1,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,863,0.610550409258998,47,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,865,0.614642156157998,55,1,1,0,3,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,0
2021,867,0.413979454043361,58,1,0,3,2,1,1,0,1,0,1,0,0,1,0,0,0,NA,0
2021,869,1.48118643759744,29,1,0,4,1,1,1,0,1,0,1,0,0,0,1,1,1,NA,0
2021,870,0.497994241052469,42,1,0,3,2,1,1,0,1,1,1,1,0,1,1,0,1,NA,0
2021,872,1.03097914198442,32,1,1,0,2,1,1,0,1,0,0,0,0,1,0,0,1,NA,0
2021,873,1.12546105923939,58,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,NA,4
2021,875,0.31238599024028,40,2,1,3,3,1,1,0,1,0,1,0,1,1,1,1,1,NA,1
2021,877,0.970062019653793,42,0,0,2,1,1,1,0,1,0,1,0,0,1,1,0,0,NA,1
2021,879,1.76648799059723,30,1,0,0,2,1,1,0,1,0,3,0,1,1,1,0,1,NA,1
2021,880,1.09782885295235,20,1,1,1,2,1,1,0,NA,0,2,0,0,1,0,0,1,NA,0
2021,881,0.81600829732157,29,1,1,2,3,1,1,0,1,0,1,0,NA,1,0,NA,NA,5,2
2021,883,0.478837564044412,40,2,1,4,3,1,1,0,1,0,0,0,1,1,0,1,1,NA,4
2021,884,0.991275209489569,20,1,1,4,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,885,1.41514344273443,27,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,4
2021,886,0.817400375917991,42,1,1,3,1,1,1,1,1,0,0,0,1,1,0,1,1,NA,1
2021,888,0.567922485289391,44,2,1,3,1,1,1,0,1,0,1,0,0,1,1,1,1,NA,2
2021,889,1.1140208191841,38,2,1,4,2,1,1,0,1,0,1,0,0,1,0,0,1,NA,1
2021,892,0.758053335698004,47,0,0,3,6,1,1,0,1,0,3,0,1,1,0,1,1,NA,1
2021,893,1.19759954628426,38,1,0,3,2,1,1,0,1,0,2,0,0,1,0,1,1,NA,1
2021,897,1.11520676894962,39,1,0,3,2,1,1,0,1,1,0,1,0,1,0,0,0,NA,0
2021,899,0.698469774341203,45,1,0,0,4,0,0,0,0,0,3,0,NA,0,0,NA,NA,4,1
2021,901,2.21843271128975,15,0,0,4,1,0,0,0,0,0,0,0,NA,1,1,NA,NA,7,0
2021,902,1.73819171240305,42,0,1,0,4,1,1,0,1,0,0,0,1,0,1,0,1,NA,1
2021,903,0.556953392104004,63,1,0,1,2,1,1,0,1,0,1,0,0,1,0,1,0,NA,4
2021,905,0.743463570949164,27,1,0,4,5,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2021,907,0.696329429654212,34,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,NA,0
2021,909,0.957663212195337,29,1,1,4,2,1,1,0,1,0,1,0,0,1,1,1,1,NA,0
2021,913,0.963536432973777,57,0,0,0,5,1,1,0,1,0,1,0,0,1,0,1,1,NA,4
2021,914,1.54418835148805,30,1,1,0,2,1,1,0,NA,0,3,0,0,0,0,0,0,NA,0
2021,917,1.10722253435347,18,1,1,3,2,1,1,0,1,0,0,0,0,1,1,0,1,NA,1
2021,921,1.04661052631307,47,0,0,1,6,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,4
2021,922,0.883874549278394,34,2,1,3,2,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2021,927,1.01058493575411,27,2,0,2,2,1,1,0,1,0,3,0,0,1,1,0,0,NA,1
2021,928,0.822506784506494,21,1,0,3,2,1,1,0,1,0,3,0,1,1,1,1,1,NA,2
2021,930,0.498814312969021,60,2,0,3,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,933,0.537749647665035,42,2,0,1,2,1,1,0,NA,0,0,0,0,1,0,0,0,NA,1
2021,934,0.752662952464924,38,1,0,1,2,1,1,1,1,0,3,0,1,1,1,1,1,NA,1
2021,936,1.38309967717461,36,1,0,1,2,1,1,0,1,0,3,0,0,1,0,1,0,NA,1
2021,938,1.60333742224503,38,1,1,2,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2021,940,1.40508174252781,32,2,0,3,2,1,1,0,1,0,1,0,1,1,1,1,1,NA,0
2021,941,1.22075641199787,15,1,0,1,2,0,0,0,0,0,0,0,NA,1,1,NA,NA,3,0
2021,942,0.821778370489809,27,2,1,3,3,1,1,1,1,0,0,0,1,1,1,1,1,NA,2
2021,944,2.76921379423501,33,0,1,0,3,1,1,0,NA,0,0,0,0,1,1,0,0,NA,2
2021,945,0.925613171622602,70,0,0,1,NA,1,1,0,NA,0,0,0,0,1,1,1,1,NA,0
2021,948,0.731616881368949,54,0,0,2,2,1,1,0,1,0,0,0,1,0,0,0,NA,NA,1
2021,949,0.83409638916075,36,1,0,2,2,1,1,0,NA,0,3,0,0,1,1,0,1,NA,1
2021,951,1.10722253435347,17,1,0,4,2,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,954,0.544588801514438,66,0,0,3,1,1,1,0,1,0,0,0,0,1,1,1,1,NA,0
2021,955,2.76921379423501,35,0,1,0,6,1,1,0,1,0,0,0,NA,1,0,NA,NA,1,2
2021,956,0.847587246583751,40,2,1,2,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,0
2021,958,0.831676375803008,21,1,1,0,3,1,1,0,1,0,1,0,NA,1,0,NA,NA,5,1
2021,959,0.464468498010872,40,0,0,0,NA,1,1,0,1,0,0,0,0,1,0,0,0,NA,0
2021,960,0.665808915185663,61,0,1,0,2,1,1,0,NA,0,0,0,0,1,0,0,0,NA,0
2021,965,0.786065622071648,29,1,1,0,1,1,1,0,1,0,3,0,0,1,1,1,1,NA,4
2021,967,0.464468498010872,40,0,0,0,2,1,1,0,1,0,0,0,0,1,1,1,1,NA,1
2021,973,0.56794098593826,41,2,0,2,2,1,1,0,1,0,0,0,0,1,0,1,1,NA,0
2021,974,0.81600829732157,29,1,1,2,6,1,1,0,1,0,0,0,0,1,0,1,1,NA,1
2021,975,0.800410573455658,17,1,0,3,2,1,1,0,1,0,0,0,1,1,1,0,1,NA,1
2021,976,0.970141297375598,19,1,0,1,2,1,1,0,1,0,0,0,1,1,1,1,0,NA,0
2021,977,0.584320652211321,32,2,0,0,6,1,1,0,1,0,3,0,1,1,0,1,0,NA,1
2021,981,1.13678099743518,26,2,1,4,3,1,1,1,1,0,0,0,1,1,1,1,1,NA,2
2021,982,0.553173442582659,45,1,0,2,1,1,1,0,1,0,1,0,1,1,1,1,1,NA,4
2021,983,1.71552998376063,19,1,1,0,2,1,1,0,NA,0,0,0,0,0,0,1,1,NA,3
2021,987,0.970141297375598,20,1,0,4,2,1,1,0,1,0,3,0,1,1,1,1,1,NA,0
2021,988,0.822506784506494,18,1,0,1,2,1,1,0,1,0,1,0,0,1,0,0,1,NA,0
2021,997,0.700803791947397,53,1,0,3,1,1,1,0,1,0,1,0,NA,0,1,NA,NA,6,0
2021,998,0.985028035709519,32,2,0,2,4,1,1,0,1,0,1,0,0,1,0,1,1,NA,3
2021,999,0.864820644792756,34,2,1,2,1,1,1,0,1,0,0,0,1,1,1,1,1,NA,2
2021,1000,1.00289693911569,33,2,0,3,2,1,1,0,1,0,0,0,1,1,0,1,1,NA,1
2021,1001,0.75025379158732,52,0,0,1,1,1,1,0,1,0,1,0,NA,1,1,NA,NA,1,4
2021,1002,0.681041382693723,23,1,1,2,6,1,1,0,1,0,0,0,1,1,0,1,1,NA,2
2021,1005,0.352957627882049,60,0,1,3,4,1,1,0,1,1,1,1,0,1,0,1,1,NA,0
